File Number,Date of Report,Crime Date Time,Crime,Reporting Area,Neighborhood,Location,reporting_area_group
2015-00591,2015-01-26 13:27:00,2015-01-26 13:26:00,Admin Error,509,Cambridgeport,"0 GLENWOOD AVE, Cambridge, MA",5
2012-09125,2012-11-19 18:33:00,2012-11-17 13:30:00,Forgery,610,Mid-Cambridge,"300 Broadway, Cambridge, MA",6
2012-02385,2012-04-01 16:40:00,2012-04-01 16:40:00,Aggravated Assault,411,Area 4,"0 ESSEX ST, Cambridge, MA",4
2024-04392,2024-05-27 02:06:00,2024-05-27 02:05:00,Disorderly,701,Riverside,"700 MASSACHUSETTS AVE, Cambridge, MA",7
2019-03642,2019-05-30 21:15:00,2019-05-30 21:14:00,Drugs,504,Cambridgeport,"200 FRANKLIN ST, Cambridge, MA",5
2019-07256,2019-10-03 12:42:00,2019-10-03 12:42:00,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2009-00168,2009-01-07 14:12:00,2009-01-07 14:12:00,Hit and Run,305,Inman/Harrington,"300 PROSPECT ST, Cambridge, MA",3
2022-10258,2022-12-26 15:20:00,2022-12-26 04:00:00,Housebreak,908,Peabody,,9
2022-02933,2022-04-30 17:31:00,2022-04-30 17:30:00,Trespassing,105,East Cambridge,"100 SCIARAPPA ST, Cambridge, MA",1
2021-07393,2021-10-09 18:22:00,2021-10-09 18:21:00,Aggravated Assault,1111,North Cambridge,"2500 MASSACHUSETTS AVE, Cambridge, MA",11
2015-00924,2015-02-09 10:27:00,2015-02-09 10:27:00,Simple Assault,403,Area 4,"100 HARVARD ST, Cambridge, MA",4
2013-08430,2013-10-23 20:01:00,2013-10-23 20:01:00,Aggravated Assault,708,Riverside,"1400 MASSACHUSETTS AVE, Cambridge, MA",7
2018-06830,2018-09-26 12:49:00,2018-09-26 12:49:00,Admin Error,504,Cambridgeport,"100 Franklin St, Cambridge, MA",5
2013-01550,2013-03-04 19:06:00,2013-03-04 17:30:00,Missing Person,409,Area 4,"100 COLUMBIA ST, Cambridge, MA",4
2019-06685,2019-09-13 16:14:00,2019-09-13 16:13:00,Warrant Arrest,1111,North Cambridge,"100 WHITTEMORE AVE, Cambridge, MA",11
2010-03991,2010-06-05 19:58:00,2010-06-05 19:58:00,Warrant Arrest,411,Area 4,"500 MASSACHUSETTS AVE, Cambridge, MA",4
2016-05842,2016-08-11 19:20:00,2016-08-11 19:20:00,Hit and Run,601,Mid-Cambridge,"MASSACHUSETTS AVE & PROSPECT ST, Cambridge, MA",6
2013-09735,2013-12-10 18:21:00,2013-12-10 18:20:00,Accident,708,Riverside,"DUNSTER ST & MASSACHUSETTS AVE, Cambridge, MA",7
2020-08270,2020-11-20 13:23:00,2020-11-20 13:22:00,Forgery,1107,North Cambridge,"0 WILSON AVE, Cambridge, MA",11
2017-01386,2017-03-05 14:44:00,2017-03-05 14:00:00,Forgery,505,Cambridgeport,"700 MEMORIAL DR, Cambridge, MA",5
2017-06850,2017-09-27 09:03:00,2017-09-27 09:03:00,Flim Flam,902,Peabody,"0 CHAUNCY ST, Cambridge, MA",9
2010-05658,2010-07-28 19:00:00,2010-07-28 18:45:00,Aggravated Assault,701,Riverside,"800 MASSACHUSETTS AVE, Cambridge, MA",7
2018-04573,2018-07-08 00:09:00,2018-07-08 00:09:00,Aggravated Assault,409,Area 4,,4
2019-05884,2019-08-16 10:53:00,2019-08-16 10:53:00,Accident,510,Cambridgeport,"MEMORIAL DR & RIVER ST, Cambridge, MA",5
2023-02280,2023-03-20 14:24:00,2023-03-20 14:24:00,Warrant Arrest,602,Mid-Cambridge,"900 MASSACHUSETTS AVE, Cambridge, MA",6
2015-03371,2015-05-14 09:16:00,2015-05-14 09:15:00,Accident,105,East Cambridge,"GORE ST & LAMBERT ST, Cambridge, MA",1
2021-01436,2021-03-03 22:34:00,2021-03-03 22:34:00,Aggravated Assault,405,Area 4,"Harvard St & Windsor St, Cambridge, MA",4
2013-05344,2013-07-18 14:05:00,2013-07-18 13:00:00,Larceny from Building,301,Inman/Harrington,"0 ROOSEVELT TOWERS, Cambridge, MA",3
2020-07898,2020-11-10 02:06:00,2020-11-10 02:06:00,Simple Assault,701,Riverside,"CENTRAL SQ & WESTERN AVE, Cambridge, MA",7
2015-02139,2015-03-28 17:25:00,2015-03-28 17:24:00,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2017-03264,2017-05-18 11:06:00,2017-05-18 11:05:00,Larceny of Bicycle,501,Cambridgeport,"MASSACHUSETTS AVE & WESTERN AVE, Cambridge, MA",5
2020-07177,2020-10-20 16:38:00,2020-10-20 16:38:00,Forgery,107,East Cambridge,"100 HURLEY ST, Cambridge, MA",1
2020-01472,2020-02-29 00:55:00,2020-02-29 00:54:00,Simple Assault,501,Cambridgeport,"400 MASSACHUSETTS AVE, Cambridge, MA",5
2017-00897,2017-02-10 23:14:00,2017-02-10 23:13:00,Hit and Run,901,Peabody,"GARDEN ST & MASSACHUSETTS AVE, Cambridge, MA",9
2019-03161,2019-05-12 09:34:00,2019-05-12 09:34:00,Drugs,1002,West Cambridge,"0 ELIOT ST, Cambridge, MA",10
2014-00054,2014-01-03 16:53:00,2014-01-03 16:53:00,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2020-05335,2020-08-17 17:50:00,2020-08-17 17:49:00,Simple Assault,607,Mid-Cambridge,"1000 MASSACHUSETTS AVE, Cambridge, MA",6
2023-07765,2023-08-27 11:33:00,2023-08-27 11:32:00,Shoplifting,501,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",5
2021-05116,2021-07-20 14:07:00,2021-07-20 14:06:00,Warrant Arrest,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2015-08054,2015-10-26 08:50:00,2015-10-26 08:49:00,Accident,1102,North Cambridge,"CAMERON AVE & MASSACHUSETTS AVE, Cambridge, MA",11
2022-09074,2022-11-15 17:11:00,2022-11-15 17:10:00,Trespassing,601,Mid-Cambridge,"0 TEMPLE ST, Cambridge, MA",6
2022-02894,2022-04-29 09:28:00,2022-03-19 19:03:00,Commercial Break,1109,North Cambridge,"400 RINDGE AVE, Cambridge, MA",11
2012-06677,2012-08-27 10:28:00,2012-08-27 10:27:00,Aggravated Assault,1112,North Cambridge,"2100 MASSACHUSETTS AVE, Cambridge, MA",11
2012-05875,2012-08-01 20:40:00,2012-08-01 20:39:00,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2018-04703,2018-07-12 09:54:00,2018-07-12 09:54:00,Violation of H.O.,411,Area 4,,4
2020-04982,2020-08-04 09:29:00,2020-08-04 09:29:00,Warrant Arrest,501,Cambridgeport,"MASSACHUSETTS AVE & WESTERN AVE, Cambridge, MA",5
2023-10041,2023-11-01 22:26:00,2023-11-01 22:25:00,Housebreak,603,Mid-Cambridge,"300 HARVARD ST, Cambridge, MA",6
2016-08009,2016-11-02 20:58:00,2016-11-02 20:57:00,OUI,404,Area 4,"MARKET ST & WINDSOR ST, Cambridge, MA",4
2015-06601,2015-09-01 15:51:00,2015-09-01 15:50:00,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2010-03806,2010-05-29 19:49:00,2010-05-29 19:49:00,Threats,305,Inman/Harrington,"200 ELM ST, Cambridge, MA",3
2023-11149,2023-12-06 19:41:00,2023-12-06 19:40:00,Suspicious Package,605,Mid-Cambridge,"1600 CAMBRIDGE ST, Cambridge, MA",6
2012-09859,2012-12-17 14:23:00,2012-12-17 14:23:00,Admin Error,501,Cambridgeport,"600 Massachusetts Ave, Cambridge, MA",5
2009-02913,2009-04-24 14:15:00,2009-04-24 14:15:00,Warrant Arrest,409,Area 4,"HARVARD ST & NORFOLK ST, Cambridge, MA",4
2019-04394,2019-06-26 11:10:00,2019-06-26 11:09:00,Accident,305,Inman/Harrington,"300 PROSPECT ST, Cambridge, MA",3
2021-07247,2021-10-05 15:18:00,2021-10-05 15:18:00,Warrant Arrest,1204,Highlands,"200 Alewife Brook Pky, Cambridge, MA",12
2022-04974,2022-07-08 14:45:00,2022-07-05 16:06:00,Larceny of Bicycle,202,MIT,"300 MAIN ST, Cambridge, MA",2
2014-04816,2014-07-08 17:02:00,2014-07-08 17:01:00,Admin Error,108,East Cambridge,"100 SIXTH ST, Cambridge, MA",1
2020-03847,2020-06-20 01:52:00,2020-06-20 01:52:00,Commercial Break,607,Mid-Cambridge,"1100 MASSACHUSETTS AVE, Cambridge, MA",6
2023-10112,2023-11-04 17:04:00,2023-11-03 20:32:00,Larceny from Residence,1104,North Cambridge,"0 CHURCHILL AVE, Cambridge, MA",11
2019-05809,2019-08-14 12:03:00,2019-08-14 12:02:00,Threats,107,East Cambridge,"200 CAMBRIDGE ST, Cambridge, MA",1
2010-01344,2010-02-26 20:01:00,2010-02-26 19:50:00,Harassment,1109,North Cambridge,"400 RINDGE AVE, Cambridge, MA",11
2023-03477,2023-04-25 19:44:00,2023-04-25 19:43:00,Simple Assault,502,Cambridgeport,"200 ALBANY ST, Cambridge, MA",5
2019-06538,2019-09-08 11:29:00,2019-09-08 11:28:00,Trespassing,302,Inman/Harrington,"1200 CAMBRIDGE ST, Cambridge, MA",3
2022-03756,2022-05-30 23:33:00,2022-05-30 23:33:00,Peeping & Spying,805,Agassiz,"100 WENDELL ST, Cambridge, MA",8
2019-07747,2019-10-21 21:23:00,2019-10-21 21:23:00,Hit and Run,803,Agassiz,"1600 MASSACHUSETTS AVE, Cambridge, MA",8
2020-08765,2020-12-07 09:08:00,2020-12-07 09:08:00,Mal. Dest. Property,302,Inman/Harrington,"1200 CAMBRIDGE ST, Cambridge, MA",3
2011-01170,2011-02-17 15:42:00,2011-02-17 15:42:00,Larceny from Building,501,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",5
2012-07784,2012-10-02 16:48:00,2012-10-02 16:47:00,Mal. Dest. Property,604,Mid-Cambridge,"200 PROSPECT ST, Cambridge, MA",6
2021-06527,2021-09-08 13:30:00,2021-08-08 14:32:00,Missing Person,409,Area 4,"100 ESSEX ST, Cambridge, MA",4
2021-00461,2021-01-21 12:22:00,2021-01-21 12:22:00,Suspicious Package,201,MIT,"100 AMES ST, Cambridge, MA",2
2023-00640,2023-01-24 21:35:00,2023-01-24 21:34:00,Larceny from MV,1108,North Cambridge,"100 MONTGOMERY ST, Cambridge, MA",11
2015-03645,2015-05-23 22:35:00,2015-05-23 22:35:00,Admin Error,708,Riverside,"DUNSTER ST & MASSACHUSETTS AVE, Cambridge, MA",7
2011-02811,2011-04-22 20:58:00,2011-04-22 20:57:00,Drugs,301,Inman/Harrington,"CAMBRIDGE ST & HUNTING ST, Cambridge, MA",3
2023-10596,2023-11-18 20:13:00,2023-08-12 14:30:00,Simple Assault,1201,Highlands,"700 CONCORD AVE, Cambridge, MA",12
2014-07094,2014-09-21 22:37:00,2014-09-21 22:37:00,Missing Person,1012,West Cambridge,"100 CHILTON ST, Cambridge, MA",10
2009-01518,2009-02-28 18:48:00,2009-02-28 18:48:00,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2024-04310,2024-05-24 17:12:00,2024-05-24 17:12:00,Shoplifting,1101,North Cambridge,"0 WHITE ST, Cambridge, MA",11
2018-00931,2018-02-13 11:03:00,2018-02-13 11:02:00,Accident,108,East Cambridge,"BINNEY ST & THIRD ST, Cambridge, MA",1
2013-06756,2013-08-30 17:22:00,2013-08-30 17:22:00,Admin Error,609,Mid-Cambridge,"300 HARVARD ST, Cambridge, MA",6
2017-03828,2017-06-08 16:29:00,2017-06-08 16:29:00,Suspicious Package,107,East Cambridge,"0 SECOND ST, Cambridge, MA",1
2016-05694,2016-08-05 23:06:00,2016-08-05 23:06:00,Harassment,506,Cambridgeport,"0 LAWRENCE ST, Cambridge, MA",5
2015-06649,2015-09-03 06:36:00,2015-09-03 06:36:00,Warrant Arrest,601,Mid-Cambridge,"MASSACHUSETTS AVE & Western Ave, Cambridge, MA",6
2022-03557,2022-05-23 14:17:00,2022-05-23 14:16:00,Warrant Arrest,411,Area 4,"ESSEX ST & MASSACHUSETTS AVE, Cambridge, MA",4
2021-01701,2021-03-14 18:46:00,2021-03-14 18:45:00,Housebreak,405,Area 4,"200 WINDSOR ST, Cambridge, MA",4
2024-02715,2024-04-04 11:13:00,2024-04-04 11:13:00,Forgery,605,Mid-Cambridge,"1700 CAMBRIDGE ST, Cambridge, MA",6
2019-00461,2019-01-22 10:56:00,2018-11-16 11:46:00,Larceny of Bicycle,103,East Cambridge,"300 KENDALL ST, Cambridge, MA",1
2014-02084,2014-03-31 16:07:00,2014-03-31 16:07:00,Warrant Arrest,108,East Cambridge,"100 SIXTH ST, Cambridge, MA",1
2017-03812,2017-06-07 22:44:00,2017-06-07 22:43:00,Warrant Arrest,501,Cambridgeport,"500 MASSACHUSETTS AVE, Cambridge, MA",5
2014-05480,2014-07-31 14:57:00,2014-07-31 14:56:00,Phone Calls,706,Riverside,"0 HINGHAM ST, Cambridge, MA",7
2023-04083,2023-05-11 21:57:00,2023-05-11 21:57:00,OUI,301,Inman/Harrington,"0 HARDING ST, Cambridge, MA",3
2023-07847,2023-08-29 20:59:00,2023-08-29 20:59:00,Shoplifting,505,Cambridgeport,"700 Memorial Dr, Cambridge, MA",5
2020-04388,2020-07-11 15:48:00,2020-07-11 15:47:00,Admin Error,1006,West Cambridge,"0 CRAIGIE CIR, Cambridge, MA",10
2023-06641,2023-07-24 23:04:00,2023-07-24 23:00:00,Mal. Dest. Property,902,Peabody,,9
2010-06751,2010-09-02 20:20:00,2010-09-02 20:20:00,Warrant Arrest,411,Area 4,"500 MASSACHUSETTS AVE, Cambridge, MA",4
2016-08953,2016-12-10 15:05:00,2016-12-10 15:04:00,Commercial Robbery,501,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",5
2015-05396,2015-07-21 21:30:00,2015-07-21 21:30:00,Housebreak,1005,West Cambridge,"200 Mount Auburn St, Cambridge, MA",10
2015-03235,2015-05-09 14:49:00,2015-05-09 14:48:00,Accident,607,Mid-Cambridge,"1100 MASSACHUSETTS AVE, Cambridge, MA",6
2019-01926,2019-03-23 22:28:00,2019-03-23 22:28:00,Larceny from MV,501,Cambridgeport,"300 GREEN ST, Cambridge, MA",5
2013-07752,2013-10-02 15:30:00,2013-10-02 15:30:00,Shoplifting,1002,West Cambridge,"0 JFK ST, Cambridge, MA",10
2012-07232,2012-09-13 23:29:00,2012-09-13 22:50:00,Simple Assault,1002,West Cambridge,"1400 MASSACHUSETTS AVE, Cambridge, MA",10
2011-04750,2011-06-27 16:46:00,2011-06-27 15:18:00,Warrant Arrest,501,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",5
2017-07050,2017-10-04 14:54:00,2017-10-04 14:53:00,Drugs,403,Area 4,"600 MAIN ST, Cambridge, MA",4
2023-04760,2023-05-31 13:58:00,2023-05-31 13:58:00,Flim Flam,708,Riverside,"0 JFK ST, Cambridge, MA",7
2020-03662,2020-06-13 13:28:00,2020-06-13 13:27:00,Forgery,509,Cambridgeport,"0 GORDON PL, Cambridge, MA",5
2019-02696,2019-04-24 08:28:00,2019-04-24 08:28:00,Drinking in Public,501,Cambridgeport,"MASSACHUSETTS AVE & PEARL ST, Cambridge, MA",5
2022-05163,2022-07-15 05:07:00,2022-07-15 05:06:00,Street Robbery,9999,Riverside,"Pleasant St & Massachusetts Ave, Cambridge, MA",99
2009-00905,2009-02-05 13:42:00,2009-02-05 13:42:00,Shoplifting,1101,North Cambridge,"0 WHITE ST, Cambridge, MA",11
2018-01362,2018-03-04 18:30:00,2018-03-04 18:30:00,Admin Error,403,Area 4,"HARVARD ST & PORTLAND ST, Cambridge, MA",4
2020-08786,2020-12-07 15:05:00,2020-12-07 14:00:00,Forgery,1303,Strawberry Hill,"700 HURON AVE, Cambridge, MA",13
2011-06277,2011-08-15 21:46:00,2011-08-15 21:30:00,Threats,610,Mid-Cambridge,"200 PROSPECT ST, Cambridge, MA",6
2014-00269,2014-01-13 14:36:00,2014-01-13 14:35:00,Hit and Run,510,Cambridgeport,"800 MEMORIAL DR, Cambridge, MA",5
2012-09627,2012-12-08 15:35:00,2012-12-08 15:34:00,Admin Error,411,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",4
2022-10259,2022-12-26 15:24:00,2022-12-26 15:23:00,Hit and Run,906,Peabody,"100 GARDEN ST, Cambridge, MA",9
2015-06114,2015-08-14 21:19:00,2015-08-14 21:18:00,Admin Error,403,Area 4,"100 PORTLAND ST, Cambridge, MA",4
2021-03831,2021-06-03 18:50:00,2021-06-03 18:50:00,Admin Error,304,Inman/Harrington,"600 MASSACHUSETTS AVE, Cambridge, MA",3
2019-01222,2019-02-22 16:49:00,2019-02-22 16:49:00,Simple Assault,607,Mid-Cambridge,"1100 MASSACHUSETTS AVE, Cambridge, MA",6
2009-06653,2009-09-07 14:57:00,2009-09-07 14:55:00,Larceny from Residence,501,Cambridgeport,,5
2019-00333,2019-01-16 09:10:00,2019-01-16 09:09:00,Threats,502,Cambridgeport,"200 ALBANY ST, Cambridge, MA",5
2011-10286,2011-12-30 09:45:00,2011-12-29 19:18:00,Housebreak,506,Cambridgeport,"0 MAGAZINE ST, Cambridge, MA",5
2022-03829,2022-06-02 13:44:00,2022-06-02 13:44:00,Accident,506,Cambridgeport,"PEARL ST & VALENTINE ST, Cambridge, MA",5
2024-04493,2024-05-30 08:03:00,2024-05-30 08:03:00,Larceny from MV,1007,West Cambridge,"HILLIARD ST & Mount Auburn St, Cambridge, MA",10
2021-08781,2021-11-30 16:59:00,2021-11-30 16:59:00,Forgery,702,Riverside,"900 MASSACHUSETTS AVE, Cambridge, MA",7
2019-01274,2019-02-24 23:11:00,2019-02-24 23:10:00,Admin Error,403,Area 4,"200 WASHINGTON ST, Cambridge, MA",4
2021-08405,2021-11-15 13:03:00,2021-10-17 16:00:00,Forgery,906,Peabody,"0 WINSLOW ST, Cambridge, MA",9
2024-00735,2024-01-26 21:51:00,2024-01-26 21:51:00,Shoplifting,501,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",5
2018-08396,2018-11-27 12:34:00,2018-11-27 12:33:00,Accident,606,Mid-Cambridge,"CAMBRIDGE ST & ELLERY ST, Cambridge, MA",6
2016-08188,2016-11-10 02:21:00,2016-11-10 02:21:00,Simple Assault,1002,West Cambridge,"0 BENNETT ST, Cambridge, MA",10
2022-07542,2022-09-29 15:05:00,2022-09-29 15:04:00,Hit and Run,706,Riverside,"CALLENDER ST & PUTNAM AVE, Cambridge, MA",7
2023-02519,2023-03-28 08:45:00,2023-03-28 08:45:00,Aggravated Assault,708,Riverside,"1400 MASSACHUSETTS AVE, Cambridge, MA",7
2012-04460,2012-06-16 16:24:00,2012-06-16 11:30:00,Simple Assault,1002,West Cambridge,"100 JFK ST, Cambridge, MA",10
2022-02580,2022-04-15 23:14:00,2022-04-15 23:14:00,Aggravated Assault,501,Cambridgeport,"MASSACHUSETTS AVE & PEARL ST, Cambridge, MA",5
2021-04654,2021-07-01 21:28:00,2021-07-01 21:20:00,Hit and Run,706,Riverside,"HOWARD ST & WESTERN AVE, Cambridge, MA",7
2015-03989,2015-06-05 19:34:00,2015-06-05 19:34:00,Simple Assault,702,Riverside,"HOWARD ST & WESTERN AVE, Cambridge, MA",7
2019-00542,2019-01-25 08:05:00,2019-01-25 08:05:00,Larceny from Building,708,Riverside,"100 WINTHROP ST, Cambridge, MA",7
2019-00295,2019-01-14 12:48:00,2019-01-14 12:47:00,Threats,506,Cambridgeport,"100 PEARL ST, Cambridge, MA",5
2019-02662,2019-04-22 23:19:00,2019-04-22 23:19:00,Warrant Arrest,503,Cambridgeport,"300 SIDNEY ST, Cambridge, MA",5
2012-07056,2012-09-07 20:47:00,2012-09-07 20:46:00,Hit and Run,501,Cambridgeport,"MASSACHUSETTS AVE & WESTERN AVE, Cambridge, MA",5
2017-02832,2017-05-03 15:08:00,2017-05-03 15:08:00,Admin Error,1002,West Cambridge,"0 UNIVERSITY RD, Cambridge, MA",10
2019-07485,2019-10-11 17:38:00,2019-10-11 17:37:00,Housebreak,406,Area 4,"0 TREMONT ST, Cambridge, MA",4
2012-09928,2012-12-19 15:36:00,2012-12-19 15:35:00,Warrant Arrest,1101,North Cambridge,"0 White St, Cambridge, MA",11
2023-03471,2023-04-25 17:35:00,2023-04-22 12:00:00,Forgery,105,East Cambridge,"0 SEVENTH ST, Cambridge, MA",1
2009-06760,2009-09-10 15:59:00,2009-09-10 15:59:00,Drugs,504,Cambridgeport,"BROOKLINE ST & GREEN ST, Cambridge, MA",5
2013-07953,2013-10-08 16:41:00,2013-10-08 16:41:00,Hit and Run,409,Area 4,"0 ELM ST, Cambridge, MA",4
2013-00418,2013-01-17 18:03:00,2013-01-17 18:03:00,Simple Assault,1101,North Cambridge,"0 Porter Sq, Cambridge, MA",11
2013-00775,2013-02-01 18:38:00,2013-02-01 18:37:00,Simple Assault,502,Cambridgeport,"200 Albany St, Cambridge, MA",5
2009-02450,2009-04-06 20:37:00,2009-04-06 20:10:00,Street Robbery,104,East Cambridge,"200 Monsignor OBrien Hwy, Cambridge, MA",1
2020-05217,2020-08-13 15:13:00,2020-08-13 15:13:00,Forgery,601,Mid-Cambridge,"100 Massachusetts Ave, Cambridge, MA",6
2016-02535,2016-04-17 11:46:00,2016-04-17 11:45:00,Disorderly,1101,North Cambridge,,11
2018-06325,2018-09-07 13:57:00,2018-09-07 13:56:00,Accident,707,Riverside,"MEMORIAL DR & PLYMPTON ST, Cambridge, MA",7
2024-01282,2024-02-15 22:32:00,2024-02-15 22:32:00,Shoplifting,411,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",4
2020-08856,2020-12-10 09:00:00,2020-12-10 09:00:00,Forgery,907,Peabody,"0 GARDEN ST, Cambridge, MA",9
2021-02283,2021-04-07 21:22:00,2021-04-07 19:15:00,Disorderly,304,Inman/Harrington,"Cambridge St & Willow St, Cambridge, MA",3
2012-05744,2012-07-28 14:09:00,2012-07-28 14:08:00,Shoplifting,1101,North Cambridge,"0 White St, Cambridge, MA",11
2018-02763,2018-05-01 23:14:00,2018-05-01 23:13:00,Simple Assault,701,Riverside,"800 Massachusetts Ave, Cambridge, MA",7
2010-01715,2010-03-14 21:42:00,2010-03-14 21:42:00,Shoplifting,305,Inman/Harrington,"1200 CAMBRIDGE ST, Cambridge, MA",3
2014-07991,2014-10-21 16:27:00,2014-10-21 16:26:00,Warrant Arrest,301,Inman/Harrington,"400 EVERETEZE WAY, Cambridge, MA",3
2019-03306,2019-05-18 08:08:00,2019-05-18 08:08:00,Simple Assault,1002,West Cambridge,"0 CHURCH ST, Cambridge, MA",10
2010-09748,2010-12-16 22:02:00,2010-12-16 22:02:00,Warrant Arrest,1002,West Cambridge,"0 JFK ST, Cambridge, MA",10
2017-01797,2017-03-24 11:26:00,2017-03-24 11:26:00,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2022-00842,2022-02-07 17:54:00,2022-02-07 17:54:00,Mal. Dest. Property,411,Area 4,"500 MASSACHUSETTS AVE, Cambridge, MA",4
2023-06501,2023-07-20 13:59:00,2023-05-07 14:20:00,Forgery,1101,North Cambridge,"0 DAVENPORT ST, Cambridge, MA",11
2011-07975,2011-10-11 11:18:00,2011-10-11 11:18:00,Warrant Arrest,1002,West Cambridge,"100 JFK ST, Cambridge, MA",10
2013-00242,2013-01-10 11:36:00,2013-01-10 11:36:00,Shoplifting,1204,Highlands,,12
2022-08365,2022-10-24 19:09:00,2022-10-24 19:08:00,Larceny from Person,106,East Cambridge,"0 LAMBERT ST, Cambridge, MA",1
2016-04753,2016-07-02 18:56:00,2016-07-02 18:56:00,Warrant Arrest,304,Inman/Harrington,"100 YORK ST, Cambridge, MA",3
2015-06264,2015-08-20 14:37:00,2015-08-20 14:37:00,Larceny of Bicycle,804,Agassiz,"0 FROST ST, Cambridge, MA",8
2011-04523,2011-06-19 16:22:00,2011-06-19 16:22:00,Threats,302,Inman/Harrington,"400 PROSPECT ST, Cambridge, MA",3
2020-01145,2020-02-16 19:19:00,2020-02-16 19:19:00,Aggravated Assault,501,Cambridgeport,"MASSACHUSETTS AVE & PEARL ST, Cambridge, MA",5
2024-04072,2024-05-17 15:09:00,2024-05-17 15:08:00,Mal. Dest. Property,706,Riverside,"0 PUTNAM GDNS, Cambridge, MA",7
2019-07395,2019-10-08 14:17:00,2019-10-08 14:17:00,Hit and Run,901,Peabody,"GARDEN ST & MASSACHUSETTS AVE, Cambridge, MA",9
2016-08637,2016-11-28 11:11:00,2016-11-28 11:10:00,Accident,611,Mid-Cambridge,"CAMBRIDGE ST & QUINCY ST, Cambridge, MA",6
2010-07423,2010-09-23 20:45:00,2010-09-23 18:00:00,Larceny from Person,1002,West Cambridge,"0 BRATTLE ST, Cambridge, MA",10
2021-02509,2021-04-16 08:38:00,2021-04-16 08:37:00,Accident,201,MIT,"100 Ames St, Cambridge, MA",2
2023-04801,2023-06-01 15:26:00,2023-06-01 15:25:00,Shoplifting,501,Cambridgeport,"500 MASSACHUSETTS AVE, Cambridge, MA",5
2023-04823,2023-06-02 11:01:00,2023-06-02 11:00:00,Accident,101,East Cambridge,"GLASSWORKS AVE & LEIGHTON ST, Cambridge, MA",1
2024-04262,2024-05-23 10:17:00,2024-05-23 09:23:00,Threats,101,East Cambridge,"0 EDUCATION ST, Cambridge, MA",1
2015-01383,2015-02-26 19:23:00,2015-02-26 18:42:00,Shoplifting,903,Peabody,"1700 Massachusetts Ave, Cambridge, MA",9
2016-07229,2016-10-02 17:43:00,2016-10-02 17:43:00,Disorderly,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2013-05993,2013-08-07 10:56:00,2013-08-07 10:55:00,Sex Offender Violation,108,East Cambridge,"100 SIXTH ST, Cambridge, MA",1
2022-09902,2022-12-13 11:39:00,2022-12-13 11:39:00,Simple Assault,1002,West Cambridge,"100 JFK St, Cambridge, MA",10
2022-06104,2022-08-13 14:21:00,2022-08-13 14:20:00,Auto Theft,910,Peabody,"100 BOLTON ST, Cambridge, MA",9
2021-03848,2021-06-04 10:12:00,2021-06-04 10:11:00,Simple Assault,105,East Cambridge,"100 SPRING ST, Cambridge, MA",1
2012-02529,2012-04-07 20:43:00,2012-04-07 20:43:00,Housebreak,304,Inman/Harrington,"0 HAMLIN ST, Cambridge, MA",3
2011-06424,2011-08-20 12:48:00,2011-07-25 12:00:00,Forgery,706,Riverside,"0 DODGE ST, Cambridge, MA",7
2013-04312,2013-06-16 00:12:00,2013-06-16 00:12:00,Hit and Run,702,Riverside,"HOWARD ST & WESTERN AVE, Cambridge, MA",7
2011-05205,2011-07-12 15:57:00,2011-07-12 15:55:00,Shoplifting,501,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",5
2021-00341,2021-01-16 17:38:00,2021-01-16 17:38:00,Aggravated Assault,602,Mid-Cambridge,"0 INMAN ST, Cambridge, MA",6
2011-02126,2011-03-26 17:15:00,2011-03-26 17:15:00,Mal. Dest. Property,501,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",5
2018-04125,2018-06-21 14:09:00,2018-06-21 14:09:00,Larceny of Bicycle,408,Area 4,"300 MASSACHUSETTS AVE, Cambridge, MA",4
2020-03521,2020-06-08 09:00:00,2020-06-08 09:00:00,Accident,502,Cambridgeport,"ALBANY ST & PACIFIC ST, Cambridge, MA",5
2016-07906,2016-10-29 13:36:00,2016-10-29 13:36:00,Harassment,1006,West Cambridge,"0 PARKER ST, Cambridge, MA",10
